Date,Weekday
9-22-1987,tue
9-23-1987,wed
9-24-1987,thu
9-25-1987,fri
9-26-1987,sat
9-27-1987,sun
9-28-1987,mon
9-29-1987,tue
9-30-1987,wed
10-1-1987,thu
10-2-1987,fri
10-3-1987,sat
10-4-1987,sun
10-5-1987,mon
10-6-1987,tue
10-7-1987,wed
10-8-1987,thu
10-9-1987,fri
10-10-1987,sat
10-11-1987,sun
10-12-1987,mon
10-13-1987,tue
10-14-1987,wed
10-15-1987,thu
10-16-1987,fri
10-17-1987,sat
10-18-1987,sun
10-19-1987,mon
10-20-1987,tue
10-21-1987,wed
10-22-1987,thu
10-23-1987,fri
10-24-1987,sat
10-25-1987,sun
10-26-1987,mon
10-27-1987,tue
10-28-1987,wed
10-29-1987,thu
10-30-1987,fri
10-31-1987,sat
11-1-1987,sun
11-2-1987,mon
11-3-1987,tue
11-4-1987,wed
11-5-1987,thu
11-6-1987,fri
11-7-1987,sat
11-8-1987,sun
11-9-1987,mon
11-10-1987,tue
11-11-1987,wed
11-12-1987,thu
11-13-1987,fri
11-14-1987,sat
11-15-1987,sun
11-16-1987,mon
11-17-1987,tue
11-18-1987,wed
11-19-1987,thu
11-20-1987,fri
11-21-1987,sat
11-22-1987,sun
11-23-1987,mon
11-24-1987,tue
11-25-1987,wed
11-26-1987,thu
11-27-1987,fri
11-28-1987,sat
11-29-1987,sun
11-30-1987,mon
12-1-1987,tue
12-2-1987,wed
12-3-1987,thu
12-4-1987,fri
12-5-1987,sat
12-6-1987,sun
12-7-1987,mon
12-8-1987,tue
12-9-1987,wed
12-10-1987,thu
12-11-1987,fri
12-12-1987,sat
12-13-1987,sun
12-14-1987,mon
12-15-1987,tue
12-16-1987,wed
12-17-1987,thu
12-18-1987,fri
12-19-1987,sat
12-20-1987,sun
12-21-1987,mon
12-22-1987,tue
12-23-1987,wed
12-24-1987,thu
12-25-1987,fri
12-26-1987,sat
12-27-1987,sun
12-28-1987,mon
12-29-1987,tue
12-30-1987,wed
12-31-1987,thu
1-1-1988,fri
1-2-1988,sat
1-3-1988,sun
1-4-1988,mon
1-5-1988,tue
1-6-1988,wed
1-7-1988,thu
1-8-1988,fri
1-9-1988,sat
1-10-1988,sun
1-11-1988,mon
1-12-1988,tue
1-13-1988,wed
1-14-1988,thu
1-15-1988,fri
1-16-1988,sat
1-17-1988,sun
1-18-1988,mon
1-19-1988,tue
1-20-1988,wed
1-21-1988,thu
1-22-1988,fri
1-23-1988,sat
1-24-1988,sun
1-25-1988,mon
1-26-1988,tue
1-27-1988,wed
1-28-1988,thu
1-29-1988,fri
1-30-1988,sat
1-31-1988,sun
2-1-1988,mon
2-2-1988,tue
2-3-1988,wed
2-4-1988,thu
2-5-1988,fri
2-6-1988,sat
2-7-1988,sun
2-8-1988,mon
2-9-1988,tue
2-10-1988,wed
2-11-1988,thu
2-12-1988,fri
2-13-1988,sat
2-14-1988,sun
2-15-1988,mon
2-16-1988,tue
2-17-1988,wed
2-18-1988,thu
2-19-1988,fri
2-20-1988,sat
2-21-1988,sun
2-22-1988,mon
2-23-1988,tue
2-24-1988,wed
2-25-1988,thu
2-26-1988,fri
2-27-1988,sat
2-28-1988,sun
2-29-1988,mon
3-1-1988,tue
3-2-1988,wed
3-3-1988,thu
3-4-1988,fri
3-5-1988,sat
3-6-1988,sun
3-7-1988,mon
3-8-1988,tue
3-9-1988,wed
3-10-1988,thu
3-11-1988,fri
3-12-1988,sat
3-13-1988,sun
3-14-1988,mon
3-15-1988,tue
3-16-1988,wed
3-17-1988,thu
3-18-1988,fri
3-19-1988,sat
3-20-1988,sun
3-21-1988,mon
3-22-1988,tue
3-23-1988,wed
3-24-1988,thu
3-25-1988,fri
3-26-1988,sat
3-27-1988,sun
3-28-1988,mon
3-29-1988,tue
3-30-1988,wed
3-31-1988,thu
4-1-1988,fri
4-2-1988,sat
4-3-1988,sun
4-4-1988,mon
4-5-1988,tue
4-6-1988,wed
4-7-1988,thu
4-8-1988,fri
4-9-1988,sat
4-10-1988,sun
4-11-1988,mon
4-12-1988,tue
4-13-1988,wed
4-14-1988,thu
4-15-1988,fri
4-16-1988,sat
4-17-1988,sun
4-18-1988,mon
4-19-1988,tue
4-20-1988,wed
4-21-1988,thu
4-22-1988,fri
4-23-1988,sat
4-24-1988,sun
4-25-1988,mon
4-26-1988,tue
4-27-1988,wed
4-28-1988,thu
4-29-1988,fri
4-30-1988,sat
5-1-1988,sun
5-2-1988,mon
5-3-1988,tue
5-4-1988,wed
5-5-1988,thu
5-6-1988,fri
5-7-1988,sat
5-8-1988,sun
5-9-1988,mon
5-10-1988,tue
5-11-1988,wed
5-12-1988,thu
5-13-1988,fri
5-14-1988,sat
5-15-1988,sun
5-16-1988,mon
5-17-1988,tue
5-18-1988,wed
5-19-1988,thu
5-20-1988,fri
5-21-1988,sat
5-22-1988,sun
5-23-1988,mon
5-24-1988,tue
5-25-1988,wed
5-26-1988,thu
5-27-1988,fri
5-28-1988,sat
5-29-1988,sun
5-30-1988,mon
5-31-1988,tue
6-1-1988,wed
6-2-1988,thu
6-3-1988,fri
6-4-1988,sat
6-5-1988,sun
6-6-1988,mon
6-7-1988,tue
6-8-1988,wed
6-9-1988,thu
6-10-1988,fri
6-11-1988,sat
6-12-1988,sun
6-13-1988,mon
6-14-1988,tue
6-15-1988,wed
6-16-1988,thu
6-17-1988,fri
6-18-1988,sat
6-19-1988,sun
6-20-1988,mon
6-21-1988,tue
6-22-1988,wed
6-23-1988,thu
6-24-1988,fri
6-25-1988,sat
6-26-1988,sun
6-27-1988,mon
6-28-1988,tue
6-29-1988,wed
6-30-1988,thu
7-1-1988,fri
7-2-1988,sat
7-3-1988,sun
7-4-1988,mon
7-5-1988,tue
7-6-1988,wed
7-7-1988,thu
7-8-1988,fri
7-9-1988,sat
7-10-1988,sun
7-11-1988,mon
7-12-1988,tue
7-13-1988,wed
7-14-1988,thu
7-15-1988,fri
7-16-1988,sat
7-17-1988,sun
7-18-1988,mon
7-19-1988,tue
7-20-1988,wed
7-21-1988,thu
7-22-1988,fri
7-23-1988,sat
7-24-1988,sun
7-25-1988,mon
7-26-1988,tue
7-27-1988,wed
7-28-1988,thu
7-29-1988,fri
7-30-1988,sat
7-31-1988,sun
8-1-1988,mon
8-2-1988,tue
8-3-1988,wed
8-4-1988,thu
8-5-1988,fri
8-6-1988,sat
8-7-1988,sun
8-8-1988,mon
8-9-1988,tue
8-10-1988,wed
8-11-1988,thu
8-12-1988,fri
8-13-1988,sat
8-14-1988,sun
8-15-1988,mon
8-16-1988,tue
8-17-1988,wed
8-18-1988,thu
8-19-1988,fri
8-20-1988,sat
8-21-1988,sun
8-22-1988,mon
8-23-1988,tue
8-24-1988,wed
8-25-1988,thu
8-26-1988,fri
8-27-1988,sat
8-28-1988,sun
8-29-1988,mon
8-30-1988,tue
8-31-1988,wed
9-1-1988,thu
9-2-1988,fri
9-3-1988,sat
9-4-1988,sun
9-5-1988,mon
9-6-1988,tue
9-7-1988,wed
9-8-1988,thu
9-9-1988,fri
9-10-1988,sat
9-11-1988,sun
9-12-1988,mon
9-13-1988,tue
9-14-1988,wed
9-15-1988,thu
9-16-1988,fri
9-17-1988,sat
9-18-1988,sun
9-19-1988,mon
9-20-1988,tue
9-21-1988,wed
9-22-1988,thu
9-23-1988,fri
9-24-1988,sat
9-25-1988,sun
9-26-1988,mon
9-27-1988,tue
9-28-1988,wed
9-29-1988,thu
9-30-1988,fri
10-1-1988,sat
10-2-1988,sun
10-3-1988,mon
10-4-1988,tue
10-5-1988,wed
10-6-1988,thu
10-7-1988,fri
10-8-1988,sat
10-9-1988,sun
10-10-1988,mon
10-11-1988,tue
10-12-1988,wed
10-13-1988,thu
10-14-1988,fri
10-15-1988,sat
10-16-1988,sun
10-17-1988,mon
10-18-1988,tue
10-19-1988,wed
10-20-1988,thu
10-21-1988,fri
10-22-1988,sat
10-23-1988,sun
10-24-1988,mon
10-25-1988,tue
10-26-1988,wed
10-27-1988,thu
10-28-1988,fri
10-29-1988,sat
10-30-1988,sun
10-31-1988,mon
11-1-1988,tue
11-2-1988,wed
11-3-1988,thu
11-4-1988,fri
11-5-1988,sat
11-6-1988,sun
11-7-1988,mon
11-8-1988,tue
11-9-1988,wed
11-10-1988,thu
11-11-1988,fri
11-12-1988,sat
11-13-1988,sun
11-14-1988,mon
11-15-1988,tue
11-16-1988,wed
11-17-1988,thu
11-18-1988,fri
11-19-1988,sat
11-20-1988,sun
11-21-1988,mon
11-22-1988,tue
11-23-1988,wed
11-24-1988,thu
11-25-1988,fri
11-26-1988,sat
11-27-1988,sun
11-28-1988,mon
11-29-1988,tue
11-30-1988,wed
12-1-1988,thu
12-2-1988,fri
12-3-1988,sat
12-4-1988,sun
12-5-1988,mon
12-6-1988,tue
12-7-1988,wed
12-8-1988,thu
12-9-1988,fri
12-10-1988,sat
12-11-1988,sun
12-12-1988,mon
12-13-1988,tue
12-14-1988,wed
12-15-1988,thu
12-16-1988,fri
12-17-1988,sat
12-18-1988,sun
12-19-1988,mon
12-20-1988,tue
12-21-1988,wed
12-22-1988,thu
12-23-1988,fri
12-24-1988,sat
12-25-1988,sun
12-26-1988,mon
12-27-1988,tue
12-28-1988,wed
12-29-1988,thu
12-30-1988,fri
12-31-1988,sat
1-1-1989,sun
1-2-1989,mon
1-3-1989,tue
1-4-1989,wed
1-5-1989,thu
1-6-1989,fri
1-7-1989,sat
1-8-1989,sun
1-9-1989,mon
1-10-1989,tue
1-11-1989,wed
1-12-1989,thu
1-13-1989,fri
1-14-1989,sat
1-15-1989,sun
1-16-1989,mon
1-17-1989,tue
1-18-1989,wed
1-19-1989,thu
1-20-1989,fri
1-21-1989,sat
1-22-1989,sun
1-23-1989,mon
1-24-1989,tue
1-25-1989,wed
1-26-1989,thu
1-27-1989,fri
1-28-1989,sat
1-29-1989,sun
1-30-1989,mon
1-31-1989,tue
2-1-1989,wed
2-2-1989,thu
2-3-1989,fri
2-4-1989,sat
2-5-1989,sun
2-6-1989,mon
2-7-1989,tue
2-8-1989,wed
2-9-1989,thu
2-10-1989,fri
2-11-1989,sat
2-12-1989,sun
2-13-1989,mon
2-14-1989,tue
2-15-1989,wed
2-16-1989,thu
2-17-1989,fri
2-18-1989,sat
2-19-1989,sun
2-20-1989,mon
2-21-1989,tue
2-22-1989,wed
2-23-1989,thu
2-24-1989,fri
2-25-1989,sat
2-26-1989,sun
2-27-1989,mon
2-28-1989,tue
3-1-1989,wed
3-2-1989,thu
3-3-1989,fri
3-4-1989,sat
3-5-1989,sun
3-6-1989,mon
3-7-1989,tue
3-8-1989,wed
3-9-1989,thu
3-10-1989,fri
3-11-1989,sat
3-12-1989,sun
3-13-1989,mon
3-14-1989,tue
3-15-1989,wed
3-16-1989,thu
3-17-1989,fri
3-18-1989,sat
3-19-1989,sun
3-20-1989,mon
3-21-1989,tue
3-22-1989,wed
3-23-1989,thu
3-24-1989,fri
3-25-1989,sat
3-26-1989,sun
3-27-1989,mon
3-28-1989,tue
3-29-1989,wed
3-30-1989,thu
3-31-1989,fri
4-1-1989,sat
4-2-1989,sun
4-3-1989,mon
4-4-1989,tue
4-5-1989,wed
4-6-1989,thu
4-7-1989,fri
4-8-1989,sat
4-9-1989,sun
4-10-1989,mon
4-11-1989,tue
4-12-1989,wed
4-13-1989,thu
4-14-1989,fri
4-15-1989,sat
4-16-1989,sun
4-17-1989,mon
4-18-1989,tue
4-19-1989,wed
4-20-1989,thu
4-21-1989,fri
4-22-1989,sat
4-23-1989,sun
4-24-1989,mon
4-25-1989,tue
4-26-1989,wed
4-27-1989,thu
4-28-1989,fri
4-29-1989,sat
4-30-1989,sun
5-1-1989,mon
5-2-1989,tue
5-3-1989,wed
5-4-1989,thu
5-5-1989,fri
5-6-1989,sat
5-7-1989,sun
5-8-1989,mon
5-9-1989,tue
5-10-1989,wed
5-11-1989,thu
5-12-1989,fri
5-13-1989,sat
5-14-1989,sun
5-15-1989,mon
5-16-1989,tue
5-17-1989,wed
5-18-1989,thu
5-19-1989,fri
5-20-1989,sat
5-21-1989,sun
5-22-1989,mon
5-23-1989,tue
5-24-1989,wed
5-25-1989,thu
5-26-1989,fri
5-27-1989,sat
5-28-1989,sun
5-29-1989,mon
5-30-1989,tue
5-31-1989,wed
6-1-1989,thu
6-2-1989,fri
6-3-1989,sat
6-4-1989,sun
6-5-1989,mon
6-6-1989,tue
6-7-1989,wed
6-8-1989,thu
6-9-1989,fri
6-10-1989,sat
6-11-1989,sun
6-12-1989,mon
6-13-1989,tue
6-14-1989,wed
6-15-1989,thu
6-16-1989,fri
6-17-1989,sat
6-18-1989,sun
6-19-1989,mon
6-20-1989,tue
6-21-1989,wed
6-22-1989,thu
6-23-1989,fri
6-24-1989,sat
6-25-1989,sun
6-26-1989,mon
6-27-1989,tue
6-28-1989,wed
6-29-1989,thu
6-30-1989,fri
7-1-1989,sat
7-2-1989,sun
7-3-1989,mon
7-4-1989,tue
7-5-1989,wed
7-6-1989,thu
7-7-1989,fri
7-8-1989,sat
7-9-1989,sun
7-10-1989,mon
7-11-1989,tue
7-12-1989,wed
7-13-1989,thu
7-14-1989,fri
7-15-1989,sat
7-16-1989,sun
7-17-1989,mon
7-18-1989,tue
7-19-1989,wed
7-20-1989,thu
7-21-1989,fri
7-22-1989,sat
7-23-1989,sun
7-24-1989,mon
7-25-1989,tue
7-26-1989,wed
7-27-1989,thu
7-28-1989,fri
7-29-1989,sat
7-30-1989,sun
7-31-1989,mon
8-1-1989,tue
8-2-1989,wed
8-3-1989,thu
8-4-1989,fri
8-5-1989,sat
8-6-1989,sun
8-7-1989,mon
8-8-1989,tue
8-9-1989,wed
8-10-1989,thu
8-11-1989,fri
8-12-1989,sat
8-13-1989,sun
8-14-1989,mon
8-15-1989,tue
8-16-1989,wed
8-17-1989,thu
8-18-1989,fri
8-19-1989,sat
8-20-1989,sun
8-21-1989,mon
8-22-1989,tue
8-23-1989,wed
8-24-1989,thu
8-25-1989,fri
8-26-1989,sat
8-27-1989,sun
8-28-1989,mon
8-29-1989,tue
8-30-1989,wed
8-31-1989,thu
9-1-1989,fri
9-2-1989,sat
9-3-1989,sun
9-4-1989,mon
9-5-1989,tue
9-6-1989,wed
9-7-1989,thu
9-8-1989,fri
9-9-1989,sat
9-10-1989,sun
9-11-1989,mon
9-12-1989,tue
9-13-1989,wed
9-14-1989,thu
9-15-1989,fri
9-16-1989,sat
9-17-1989,sun
9-18-1989,mon
9-19-1989,tue
9-20-1989,wed
9-21-1989,thu
9-22-1989,fri
9-23-1989,sat
9-24-1989,sun
9-25-1989,mon
9-26-1989,tue
9-27-1989,wed
9-28-1989,thu
9-29-1989,fri
9-30-1989,sat
10-1-1989,sun
10-2-1989,mon
10-3-1989,tue
10-4-1989,wed
10-5-1989,thu
10-6-1989,fri
10-7-1989,sat
10-8-1989,sun
10-9-1989,mon
10-10-1989,tue
10-11-1989,wed
10-12-1989,thu
10-13-1989,fri
10-14-1989,sat
10-15-1989,sun
10-16-1989,mon
10-17-1989,tue
10-18-1989,wed
10-19-1989,thu
10-20-1989,fri
10-21-1989,sat
10-22-1989,sun
10-23-1989,mon
10-24-1989,tue
10-25-1989,wed
10-26-1989,thu
10-27-1989,fri
10-28-1989,sat
10-29-1989,sun
10-30-1989,mon
10-31-1989,tue
11-1-1989,wed
11-2-1989,thu
11-3-1989,fri
11-4-1989,sat
11-5-1989,sun
11-6-1989,mon
11-7-1989,tue
11-8-1989,wed
11-9-1989,thu
11-10-1989,fri
11-11-1989,sat
11-12-1989,sun
11-13-1989,mon
11-14-1989,tue
11-15-1989,wed
11-16-1989,thu
11-17-1989,fri
11-18-1989,sat
11-19-1989,sun
11-20-1989,mon
11-21-1989,tue
11-22-1989,wed
11-23-1989,thu
11-24-1989,fri
11-25-1989,sat
11-26-1989,sun
11-27-1989,mon
11-28-1989,tue
11-29-1989,wed
11-30-1989,thu
12-1-1989,fri
12-2-1989,sat
12-3-1989,sun
12-4-1989,mon
12-5-1989,tue
12-6-1989,wed
12-7-1989,thu
12-8-1989,fri
12-9-1989,sat
12-10-1989,sun
12-11-1989,mon
12-12-1989,tue
12-13-1989,wed
12-14-1989,thu
12-15-1989,fri
12-16-1989,sat
12-17-1989,sun
12-18-1989,mon
12-19-1989,tue
12-20-1989,wed
12-21-1989,thu
12-22-1989,fri
12-23-1989,sat
12-24-1989,sun
12-25-1989,mon
12-26-1989,tue
12-27-1989,wed
12-28-1989,thu
12-29-1989,fri
12-30-1989,sat
12-31-1989,sun
1-1-1990,mon
1-2-1990,tue
1-3-1990,wed
1-4-1990,thu
1-5-1990,fri
1-6-1990,sat
1-7-1990,sun
1-8-1990,mon
1-9-1990,tue
1-10-1990,wed
1-11-1990,thu
1-12-1990,fri
1-13-1990,sat
1-14-1990,sun
1-15-1990,mon
1-16-1990,tue
1-17-1990,wed
1-18-1990,thu
1-19-1990,fri
1-20-1990,sat
1-21-1990,sun
1-22-1990,mon
1-23-1990,tue
1-24-1990,wed
1-25-1990,thu
1-26-1990,fri
1-27-1990,sat
1-28-1990,sun
1-29-1990,mon
1-30-1990,tue
1-31-1990,wed
2-1-1990,thu
2-2-1990,fri
2-3-1990,sat
2-4-1990,sun
2-5-1990,mon
2-6-1990,tue
2-7-1990,wed
2-8-1990,thu
2-9-1990,fri
2-10-1990,sat
2-11-1990,sun
2-12-1990,mon
2-13-1990,tue
2-14-1990,wed
2-15-1990,thu
2-16-1990,fri
2-17-1990,sat
2-18-1990,sun
2-19-1990,mon
2-20-1990,tue
2-21-1990,wed
2-22-1990,thu
2-23-1990,fri
2-24-1990,sat
2-25-1990,sun
2-26-1990,mon
2-27-1990,tue
2-28-1990,wed
3-1-1990,thu
3-2-1990,fri
3-3-1990,sat
3-4-1990,sun
3-5-1990,mon
3-6-1990,tue
3-7-1990,wed
3-8-1990,thu
3-9-1990,fri
3-10-1990,sat
3-11-1990,sun
3-12-1990,mon
3-13-1990,tue
3-14-1990,wed
3-15-1990,thu
3-16-1990,fri
3-17-1990,sat
3-18-1990,sun
3-19-1990,mon
3-20-1990,tue
3-21-1990,wed
3-22-1990,thu
3-23-1990,fri
3-24-1990,sat
3-25-1990,sun
3-26-1990,mon
3-27-1990,tue
3-28-1990,wed
3-29-1990,thu
3-30-1990,fri
3-31-1990,sat
4-1-1990,sun
4-2-1990,mon
4-3-1990,tue
4-4-1990,wed
4-5-1990,thu
4-6-1990,fri
4-7-1990,sat
4-8-1990,sun
4-9-1990,mon
4-10-1990,tue
4-11-1990,wed
4-12-1990,thu
4-13-1990,fri
4-14-1990,sat
4-15-1990,sun
4-16-1990,mon
4-17-1990,tue
4-18-1990,wed
4-19-1990,thu
4-20-1990,fri
4-21-1990,sat
4-22-1990,sun
4-23-1990,mon
4-24-1990,tue
4-25-1990,wed
4-26-1990,thu
4-27-1990,fri
4-28-1990,sat
4-29-1990,sun
4-30-1990,mon
5-1-1990,tue
5-2-1990,wed
5-3-1990,thu
5-4-1990,fri
5-5-1990,sat
5-6-1990,sun
5-7-1990,mon
5-8-1990,tue
5-9-1990,wed
5-10-1990,thu
5-11-1990,fri
5-12-1990,sat
5-13-1990,sun
5-14-1990,mon
5-15-1990,tue
5-16-1990,wed
5-17-1990,thu
5-18-1990,fri
5-19-1990,sat
5-20-1990,sun
5-21-1990,mon
5-22-1990,tue
5-23-1990,wed
5-24-1990,thu
5-25-1990,fri
5-26-1990,sat
5-27-1990,sun
5-28-1990,mon
5-29-1990,tue
5-30-1990,wed
5-31-1990,thu
6-1-1990,fri
6-2-1990,sat
6-3-1990,sun
6-4-1990,mon
6-5-1990,tue
6-6-1990,wed
6-7-1990,thu
6-8-1990,fri
6-9-1990,sat
6-10-1990,sun
6-11-1990,mon
6-12-1990,tue
6-13-1990,wed
6-14-1990,thu
6-15-1990,fri
6-16-1990,sat
6-17-1990,sun
6-18-1990,mon
6-19-1990,tue
6-20-1990,wed
6-21-1990,thu
6-22-1990,fri
6-23-1990,sat
6-24-1990,sun
6-25-1990,mon
6-26-1990,tue
6-27-1990,wed
6-28-1990,thu
6-29-1990,fri
6-30-1990,sat
7-1-1990,sun
7-2-1990,mon
7-3-1990,tue
7-4-1990,wed
7-5-1990,thu
7-6-1990,fri
7-7-1990,sat
7-8-1990,sun
7-9-1990,mon
7-10-1990,tue
7-11-1990,wed
7-12-1990,thu
7-13-1990,fri
7-14-1990,sat
7-15-1990,sun
7-16-1990,mon
7-17-1990,tue
7-18-1990,wed
7-19-1990,thu
7-20-1990,fri
7-21-1990,sat
7-22-1990,sun
7-23-1990,mon
7-24-1990,tue
7-25-1990,wed
7-26-1990,thu
7-27-1990,fri
7-28-1990,sat
7-29-1990,sun
7-30-1990,mon
7-31-1990,tue
8-1-1990,wed
8-2-1990,thu
8-3-1990,fri
8-4-1990,sat
8-5-1990,sun
8-6-1990,mon
8-7-1990,tue
8-8-1990,wed
8-9-1990,thu
8-10-1990,fri
8-11-1990,sat
8-12-1990,sun
8-13-1990,mon
8-14-1990,tue
8-15-1990,wed
8-16-1990,thu
8-17-1990,fri
8-18-1990,sat
8-19-1990,sun
8-20-1990,mon
8-21-1990,tue
8-22-1990,wed
8-23-1990,thu
8-24-1990,fri
8-25-1990,sat
8-26-1990,sun
8-27-1990,mon
8-28-1990,tue
8-29-1990,wed
8-30-1990,thu
8-31-1990,fri
9-1-1990,sat
9-2-1990,sun
9-3-1990,mon
9-4-1990,tue
9-5-1990,wed
9-6-1990,thu
9-7-1990,fri
9-8-1990,sat
9-9-1990,sun
9-10-1990,mon
9-11-1990,tue
9-12-1990,wed
9-13-1990,thu
9-14-1990,fri
9-15-1990,sat
9-16-1990,sun
9-17-1990,mon
9-18-1990,tue
9-19-1990,wed
9-20-1990,thu
9-21-1990,fri
9-22-1990,sat
9-23-1990,sun
9-24-1990,mon
9-25-1990,tue
9-26-1990,wed
9-27-1990,thu
9-28-1990,fri
9-29-1990,sat
9-30-1990,sun
10-1-1990,mon
10-2-1990,tue
10-3-1990,wed
10-4-1990,thu
10-5-1990,fri
10-6-1990,sat
10-7-1990,sun
10-8-1990,mon
10-9-1990,tue
10-10-1990,wed
10-11-1990,thu
10-12-1990,fri
10-13-1990,sat
10-14-1990,sun
10-15-1990,mon
10-16-1990,tue
10-17-1990,wed
10-18-1990,thu
10-19-1990,fri
10-20-1990,sat
10-21-1990,sun
10-22-1990,mon
10-23-1990,tue
10-24-1990,wed
10-25-1990,thu
10-26-1990,fri
10-27-1990,sat
10-28-1990,sun
10-29-1990,mon
10-30-1990,tue
10-31-1990,wed
11-1-1990,thu
11-2-1990,fri
11-3-1990,sat
11-4-1990,sun
11-5-1990,mon
11-6-1990,tue
11-7-1990,wed
11-8-1990,thu
11-9-1990,fri
11-10-1990,sat
11-11-1990,sun
11-12-1990,mon
11-13-1990,tue
11-14-1990,wed
11-15-1990,thu
11-16-1990,fri
11-17-1990,sat
11-18-1990,sun
11-19-1990,mon
11-20-1990,tue
11-21-1990,wed
11-22-1990,thu
11-23-1990,fri
11-24-1990,sat
11-25-1990,sun
11-26-1990,mon
11-27-1990,tue
11-28-1990,wed
11-29-1990,thu
11-30-1990,fri
12-1-1990,sat
12-2-1990,sun
12-3-1990,mon
12-4-1990,tue
12-5-1990,wed
12-6-1990,thu
12-7-1990,fri
12-8-1990,sat
12-9-1990,sun
12-10-1990,mon
12-11-1990,tue
12-12-1990,wed
12-13-1990,thu
12-14-1990,fri
12-15-1990,sat
12-16-1990,sun
12-17-1990,mon
12-18-1990,tue
12-19-1990,wed
12-20-1990,thu
12-21-1990,fri
12-22-1990,sat
12-23-1990,sun
12-24-1990,mon
12-25-1990,tue
12-26-1990,wed
12-27-1990,thu
12-28-1990,fri
12-29-1990,sat
12-30-1990,sun
12-31-1990,mon
1-1-1991,tue
1-2-1991,wed
1-3-1991,thu
1-4-1991,fri
1-5-1991,sat
1-6-1991,sun
1-7-1991,mon
1-8-1991,tue
1-9-1991,wed
1-10-1991,thu
1-11-1991,fri
1-12-1991,sat
1-13-1991,sun
1-14-1991,mon
1-15-1991,tue
1-16-1991,wed
1-17-1991,thu
1-18-1991,fri
1-19-1991,sat
1-20-1991,sun
1-21-1991,mon
1-22-1991,tue
1-23-1991,wed
1-24-1991,thu
1-25-1991,fri
1-26-1991,sat
1-27-1991,sun
1-28-1991,mon
1-29-1991,tue
1-30-1991,wed
1-31-1991,thu
2-1-1991,fri
2-2-1991,sat
2-3-1991,sun
2-4-1991,mon
2-5-1991,tue
2-6-1991,wed
2-7-1991,thu
2-8-1991,fri
2-9-1991,sat
2-10-1991,sun
2-11-1991,mon
2-12-1991,tue
2-13-1991,wed
2-14-1991,thu
2-15-1991,fri
2-16-1991,sat
2-17-1991,sun
2-18-1991,mon
2-19-1991,tue
2-20-1991,wed
2-21-1991,thu
2-22-1991,fri
2-23-1991,sat
2-24-1991,sun
2-25-1991,mon
2-26-1991,tue
2-27-1991,wed
2-28-1991,thu
3-1-1991,fri
3-2-1991,sat
3-3-1991,sun
3-4-1991,mon
3-5-1991,tue
3-6-1991,wed
3-7-1991,thu
3-8-1991,fri
3-9-1991,sat
3-10-1991,sun
3-11-1991,mon
3-12-1991,tue
3-13-1991,wed
3-14-1991,thu
3-15-1991,fri
3-16-1991,sat
3-17-1991,sun
3-18-1991,mon
3-19-1991,tue
3-20-1991,wed
3-21-1991,thu
3-22-1991,fri
3-23-1991,sat
3-24-1991,sun
3-25-1991,mon
3-26-1991,tue
3-27-1991,wed
3-28-1991,thu
3-29-1991,fri
3-30-1991,sat
3-31-1991,sun
4-1-1991,mon
4-2-1991,tue
4-3-1991,wed
4-4-1991,thu
4-5-1991,fri
4-6-1991,sat
4-7-1991,sun
4-8-1991,mon
4-9-1991,tue
4-10-1991,wed
4-11-1991,thu
4-12-1991,fri
4-13-1991,sat
4-14-1991,sun
4-15-1991,mon
4-16-1991,tue
4-17-1991,wed
4-18-1991,thu
4-19-1991,fri
4-20-1991,sat
4-21-1991,sun
4-22-1991,mon
4-23-1991,tue
4-24-1991,wed
4-25-1991,thu
4-26-1991,fri
4-27-1991,sat
4-28-1991,sun
4-29-1991,mon
4-30-1991,tue
5-1-1991,wed
5-2-1991,thu
5-3-1991,fri
5-4-1991,sat
5-5-1991,sun
5-6-1991,mon
5-7-1991,tue
5-8-1991,wed
5-9-1991,thu
5-10-1991,fri
5-11-1991,sat
5-12-1991,sun
5-13-1991,mon
5-14-1991,tue
5-15-1991,wed
5-16-1991,thu
5-17-1991,fri
5-18-1991,sat
5-19-1991,sun
5-20-1991,mon
5-21-1991,tue
5-22-1991,wed
5-23-1991,thu
5-24-1991,fri
5-25-1991,sat
5-26-1991,sun
5-27-1991,mon
5-28-1991,tue
5-29-1991,wed
5-30-1991,thu
5-31-1991,fri
6-1-1991,sat
6-2-1991,sun
6-3-1991,mon
6-4-1991,tue
6-5-1991,wed
6-6-1991,thu
6-7-1991,fri
6-8-1991,sat
6-9-1991,sun
6-10-1991,mon
6-11-1991,tue
6-12-1991,wed
6-13-1991,thu
6-14-1991,fri
6-15-1991,sat
6-16-1991,sun
6-17-1991,mon
6-18-1991,tue
6-19-1991,wed
6-20-1991,thu
6-21-1991,fri
6-22-1991,sat
6-23-1991,sun
6-24-1991,mon
6-25-1991,tue
6-26-1991,wed
6-27-1991,thu
6-28-1991,fri
6-29-1991,sat
6-30-1991,sun
7-1-1991,mon
7-2-1991,tue
7-3-1991,wed
7-4-1991,thu
7-5-1991,fri
7-6-1991,sat
7-7-1991,sun
7-8-1991,mon
7-9-1991,tue
7-10-1991,wed
7-11-1991,thu
7-12-1991,fri
7-13-1991,sat
7-14-1991,sun
7-15-1991,mon
7-16-1991,tue
7-17-1991,wed
7-18-1991,thu
7-19-1991,fri
7-20-1991,sat
7-21-1991,sun
